timestamp,GHS 5s,GHS av,Hardware Errors,Device Rejected%,Device Hardware%,no_matching_work,miner_count,frequency,frequency1,frequency2,frequency3,frequency4,fan1,fan2,temp1,temp2,temp3,temp4,temp2_1,temp2_2,temp2_3,temp2_4,temp_max,chain_rate1,chain_rate2,chain_rate3,chain_rate4,chain_acn1,chain_acn2,chain_acn3,chain_acn4,chain_hw1,chain_hw2,chain_hw3,chain_hw4,chain_power1,chain_power2,chain_power3,chain_power4,chain_power,voltage1,voltage2,voltage3,voltage4,anomaly_label,anomaly_type
2024-01-01T00:06:30,257.117,256.53,1,2.36,0.0346,0,4,200.0,200.0,200.0,200.0,200.0,2223.0,2318.0,39.2,38.7,38.8,39.1,46.4,45.7,46.8,45.0,46.8,64.053,65.576,65.328,59.09,72,72,72,67,0,0,1,1,104.73,105.17,104.42,103.74,418.06,10.119,10.167,10.114,10.133,normal,none
2024-01-01T00:07:00,255.636,257.38,0,1.25,0.0276,0,4,200.0,200.0,200.0,200.0,200.0,2207.0,2259.0,38.6,40.4,39.2,38.6,46.3,44.7,45.7,46.0,46.3,64.595,63.167,62.945,57.321,72,72,72,67,1,2,0,0,104.0,104.13,105.49,103.49,417.1,10.124,10.137,10.082,10.146,normal,none
2024-01-01T00:07:30,259.387,260.88,1,2.72,0.087,0,4,200.0,200.0,200.0,200.0,200.0,2236.0,2271.0,39.4,39.1,39.1,39.1,46.5,45.5,46.9,46.9,46.9,62.984,64.042,63.725,59.709,72,72,72,67,0,1,0,0,104.13,104.55,104.26,103.41,416.34,10.122,10.191,10.107,10.098,normal,none
2024-01-01T00:08:00,255.82,255.73,0,0.58,0.0758,0,4,200.0,200.0,200.0,200.0,200.0,2219.0,2281.0,40.0,39.9,39.0,39.4,44.3,45.4,46.0,45.4,46.0,64.156,63.075,64.293,58.44,72,72,72,67,1,0,1,0,102.13,102.03,103.4,102.82,410.38,10.063,10.077,10.119,10.174,normal,none
2024-01-01T00:08:30,259.003,259.7,0,1.75,0.0357,1,4,200.0,200.0,200.0,200.0,200.0,2207.0,2289.0,38.5,39.3,38.3,39.4,45.5,45.1,46.7,46.4,46.7,65.344,64.904,63.631,60.607,72,72,72,67,0,0,1,0,104.95,105.92,102.87,101.29,415.02,10.092,10.111,10.121,10.085,normal,none
2024-01-01T00:09:00,255.638,256.53,0,2.22,0.0143,0,4,200.0,200.0,200.0,200.0,200.0,2269.0,2293.0,39.6,38.2,39.3,39.0,47.8,46.2,47.7,45.5,47.8,65.484,63.849,63.842,59.335,72,72,72,67,1,0,0,1,102.82,101.79,99.7,103.13,407.45,10.075,10.117,10.159,10.097,normal,none
2024-01-01T00:09:30,270.846,271.41,0,1.22,0.0045,0,4,200.0,200.0,200.0,200.0,200.0,2254.0,2270.0,40.0,38.9,39.0,39.0,47.0,47.5,46.0,46.0,47.5,68.026,67.373,68.58,63.444,72,72,72,67,0,0,0,0,109.56,108.69,109.76,110.98,439.0,10.148,10.02,10.077,10.079,normal,none
2024-01-01T00:10:00,261.446,262.36,0,0.2,0.1001,0,4,200.0,200.0,200.0,200.0,200.0,2216.0,2305.0,38.3,39.7,39.1,38.7,46.3,47.3,44.6,45.2,47.3,64.55,65.156,65.392,59.899,72,72,72,67,0,0,0,0,105.78,106.44,106.47,103.91,422.6,10.121,10.141,10.064,10.065,normal,none
2024-01-01T00:10:30,261.888,263.11,1,3.08,0.0506,0,4,200.0,200.0,200.0,200.0,200.0,2260.0,2285.0,39.0,38.9,38.4,40.3,47.5,47.0,45.3,46.7,47.5,66.884,65.68,65.376,60.236,72,72,72,67,0,0,0,0,106.78,106.83,106.44,105.28,425.34,10.16,10.135,10.14,10.135,normal,none
2024-01-01T00:11:00,256.39,256.32,1,1.74,0.0609,0,4,200.0,200.0,200.0,200.0,200.0,2232.0,2207.0,39.4,39.3,39.1,38.6,46.2,45.7,45.3,46.7,46.7,64.036,65.284,64.98,59.619,72,72,72,67,0,0,0,0,104.96,104.77,103.49,102.34,415.56,10.105,10.15,10.152,10.151,normal,none
2024-01-01T00:11:30,259.036,259.44,0,2.29,0.2089,0,4,200.0,200.0,200.0,200.0,200.0,2239.0,2171.0,38.9,40.0,38.5,37.9,44.8,46.3,46.3,46.2,46.3,64.447,64.754,65.166,59.402,72,72,72,67,1,0,0,1,105.5,107.31,105.36,105.6,423.76,10.126,10.172,10.065,10.095,normal,none
2024-01-01T00:12:00,260.081,259.44,0,2.18,0.0974,2,4,200.0,200.0,200.0,200.0,200.0,2199.0,2267.0,39.5,39.6,38.2,39.7,45.7,45.3,46.4,46.5,46.5,65.729,64.849,65.433,60.479,72,72,72,67,0,0,1,0,103.94,103.72,103.84,103.92,415.41,10.056,10.094,10.087,10.108,normal,none
2024-01-01T00:12:30,259.808,256.56,0,2.42,0.1182,0,4,200.0,200.0,200.0,200.0,200.0,2229.0,2253.0,39.4,39.2,40.0,39.0,45.8,46.9,45.3,46.8,46.9,63.624,64.11,64.711,60.109,72,72,72,67,0,0,1,0,104.44,106.13,106.31,106.6,423.49,10.174,10.085,10.192,10.101,normal,none
2024-01-01T00:13:00,261.968,261.22,0,2.36,0.0739,0,4,200.0,200.0,200.0,200.0,200.0,2217.0,2274.0,39.0,39.2,39.2,39.4,47.1,47.5,46.5,46.7,47.5,65.361,66.77,65.555,61.21,72,72,72,67,0,0,0,0,102.75,106.26,101.99,104.03,415.04,10.148,10.145,10.118,10.145,normal,none
2024-01-01T00:13:30,259.601,262.51,1,2.51,0.0,1,4,200.0,200.0,200.0,200.0,200.0,2231.0,2266.0,38.8,39.3,39.4,38.6,46.3,45.9,47.3,46.6,47.3,64.899,65.022,66.358,60.452,72,72,72,67,0,0,0,0,103.36,105.21,105.74,105.36,419.66,10.119,10.135,10.07,10.068,normal,none
2024-01-01T00:14:00,264.915,266.87,0,2.27,0.0658,0,4,200.0,200.0,200.0,200.0,200.0,2224.0,2262.0,39.7,39.3,39.3,39.7,46.2,45.7,45.9,46.8,46.8,67.655,67.072,66.34,61.853,72,72,72,67,0,0,1,0,106.42,106.08,106.01,107.03,425.53,10.137,10.095,10.14,10.125,normal,none
2024-01-01T00:14:30,260.07,257.24,0,2.09,0.0722,0,4,200.0,200.0,200.0,200.0,200.0,2242.0,2231.0,39.2,38.7,39.3,38.7,46.1,46.8,45.6,46.7,46.8,65.046,64.819,66.031,61.328,72,72,72,67,0,2,1,1,104.68,107.71,106.3,106.58,425.28,10.149,10.138,10.114,10.08,normal,none
2024-01-01T00:15:00,265.941,265.08,2,1.48,0.1113,0,4,200.0,200.0,200.0,200.0,200.0,2310.0,2256.0,39.2,39.1,38.5,39.1,45.0,45.6,46.5,47.3,47.3,66.437,65.433,67.049,62.904,72,72,72,67,0,1,0,1,106.51,107.16,108.01,107.35,429.03,10.167,10.12,10.104,10.127,normal,none
2024-01-01T00:15:30,263.909,264.7,0,1.79,0.0157,0,4,200.0,200.0,200.0,200.0,200.0,2220.0,2276.0,38.9,40.1,39.9,40.3,46.3,45.6,46.3,46.6,46.6,66.389,64.913,66.732,60.361,72,72,72,67,0,0,1,0,107.25,107.1,105.11,106.4,425.85,10.096,10.124,10.07,10.128,normal,none
2024-01-01T00:16:00,261.742,261.79,0,1.67,0.0318,0,4,200.0,200.0,200.0,200.0,200.0,2245.0,2295.0,38.2,39.1,39.4,39.8,46.9,46.2,47.3,47.4,47.4,65.366,65.242,66.986,59.161,72,72,72,67,3,0,0,0,103.81,103.94,107.42,106.73,421.91,10.121,10.088,10.138,10.114,normal,none
2024-01-01T00:16:30,257.586,257.48,0,2.34,0.0449,1,4,200.0,200.0,200.0,200.0,200.0,2234.0,2270.0,39.5,38.4,39.8,38.8,46.8,46.3,45.2,46.1,46.8,63.16,63.616,64.705,60.152,72,72,72,67,0,0,0,0,104.99,102.36,102.09,102.95,412.4,10.104,10.171,10.15,10.1,normal,none
2024-01-01T00:17:00,270.45,270.85,1,2.46,0.0809,0,4,200.0,200.0,200.0,200.0,200.0,2249.0,2288.0,37.6,38.3,38.1,37.8,45.3,47.3,46.2,47.3,47.3,68.332,67.014,67.664,62.341,72,72,72,67,0,1,1,0,108.06,108.32,107.11,108.0,431.49,10.074,10.131,10.139,10.087,normal,none
2024-01-01T00:17:30,259.417,260.77,0,2.02,0.02,0,4,200.0,200.0,200.0,200.0,200.0,2235.0,2309.0,38.5,40.0,40.3,38.9,46.8,46.0,46.1,47.2,47.2,64.907,64.34,63.638,60.19,72,72,72,67,0,1,2,0,106.96,105.03,105.82,104.77,422.58,10.091,10.15,10.114,10.142,normal,none
2024-01-01T00:18:00,266.182,263.29,0,1.06,0.0902,1,4,200.0,200.0,200.0,200.0,200.0,2220.0,2265.0,38.4,39.2,40.4,39.7,46.4,46.0,46.0,44.6,46.4,64.937,66.979,66.794,62.073,72,72,72,67,1,0,1,0,105.09,107.46,103.2,105.78,421.53,10.047,10.084,10.064,10.071,normal,none
2024-01-01T00:18:30,260.704,261.19,1,2.26,0.0134,0,4,200.0,200.0,200.0,200.0,200.0,2189.0,2239.0,39.4,38.5,39.6,40.0,46.8,45.3,46.5,47.2,47.2,64.015,65.909,64.775,60.206,72,72,72,67,0,0,1,0,105.86,104.84,104.3,107.83,422.82,10.145,10.121,10.126,10.184,normal,none
2024-01-01T00:19:00,256.433,256.88,0,3.0,0.0,0,4,200.0,200.0,200.0,200.0,200.0,2205.0,2296.0,39.0,39.1,39.1,39.8,45.0,47.1,46.1,46.7,47.1,65.58,64.273,64.01,59.258,72,72,72,67,2,1,0,2,101.7,101.85,100.23,102.12,405.9,10.16,10.148,10.049,10.143,normal,none
2024-01-01T00:19:30,267.295,266.57,1,2.31,0.1201,0,4,200.0,200.0,200.0,200.0,200.0,2219.0,2238.0,39.1,39.5,38.3,39.9,46.0,46.1,45.8,45.8,46.1,67.194,65.127,68.522,62.596,72,72,72,67,0,2,0,0,109.39,108.37,108.1,108.11,433.96,10.136,10.11,10.131,10.093,normal,none
2024-01-01T00:20:00,264.068,265.05,0,2.77,0.0138,0,4,200.0,200.0,200.0,200.0,200.0,2206.0,2306.0,39.5,39.3,39.1,37.5,45.4,47.3,45.9,46.7,47.3,65.802,65.085,65.525,60.191,72,72,72,67,1,0,1,1,108.93,106.58,108.38,106.86,430.74,10.104,10.122,10.203,10.171,normal,none
2024-01-01T00:20:30,261.658,259.97,1,1.72,0.0,0,4,200.0,200.0,200.0,200.0,200.0,2306.0,2305.0,40.0,39.3,38.0,39.2,46.3,48.1,45.3,46.1,48.1,64.347,64.101,64.219,60.915,72,72,72,67,0,0,0,0,105.0,105.63,105.0,104.52,420.15,10.133,10.115,10.123,10.141,normal,none
2024-01-01T00:21:00,259.279,258.47,0,2.79,0.0,0,4,200.0,200.0,200.0,200.0,200.0,2184.0,2261.0,37.8,39.1,40.3,39.2,46.2,46.6,46.9,44.5,46.9,65.85,64.881,64.849,60.643,72,72,72,67,1,2,0,0,102.29,105.16,105.1,104.84,417.39,10.081,10.162,10.097,10.033,normal,none
2024-01-01T00:21:30,254.881,253.7,1,2.58,0.0,0,4,200.0,200.0,200.0,200.0,200.0,2207.0,2241.0,39.2,40.1,39.1,38.2,45.8,46.8,46.7,45.1,46.8,64.88,63.33,64.556,59.428,72,72,72,67,0,1,1,0,101.29,101.61,101.07,102.42,406.39,10.095,10.055,10.085,10.081,normal,none
2024-01-01T00:22:00,255.798,254.18,2,3.09,0.0754,0,4,200.0,200.0,200.0,200.0,200.0,2206.0,2250.0,39.9,39.1,39.5,38.8,46.2,45.0,44.4,47.0,47.0,63.972,64.545,62.437,59.72,72,72,72,67,1,0,1,0,104.34,104.48,101.71,102.85,413.37,10.055,10.054,10.103,10.081,normal,none
2024-01-01T00:22:30,261.333,261.44,0,2.52,0.0,0,4,200.0,200.0,200.0,200.0,200.0,2177.0,2305.0,39.4,38.7,39.5,39.2,46.8,47.2,46.4,47.1,47.2,64.802,65.553,67.821,59.464,72,72,72,67,1,1,0,0,105.22,103.89,105.97,102.89,417.97,10.125,10.153,10.061,10.077,normal,none
2024-01-01T00:23:00,260.799,259.89,0,1.18,0.0231,0,4,200.0,200.0,200.0,200.0,200.0,2267.0,2345.0,39.2,38.4,39.5,38.2,47.0,46.5,48.3,45.5,48.3,64.803,65.997,65.816,60.355,72,72,72,67,0,1,2,1,106.1,104.94,105.41,104.13,420.58,10.158,10.082,10.119,10.11,normal,none
2024-01-01T00:23:30,259.388,259.71,0,1.53,0.0236,0,4,200.0,200.0,200.0,200.0,200.0,2239.0,2285.0,38.4,38.9,38.5,39.5,46.0,48.2,44.9,46.5,48.2,64.737,65.33,64.624,59.17,72,72,72,67,0,0,0,1,104.17,103.39,102.46,103.64,413.67,10.116,10.017,10.119,10.186,normal,none
2024-01-01T00:24:00,256.018,255.17,0,1.47,0.0217,0,4,200.0,200.0,200.0,200.0,200.0,2234.0,2207.0,39.0,39.3,39.3,39.2,46.4,46.2,45.2,46.0,46.4,65.481,64.676,64.272,58.852,72,72,72,67,0,1,0,1,102.94,104.37,102.64,102.8,412.75,10.102,10.077,10.114,10.094,normal,none
2024-01-01T00:24:30,270.395,269.0,0,2.89,0.0,0,4,200.0,200.0,200.0,200.0,200.0,2283.0,2279.0,38.7,38.7,39.2,38.6,47.1,45.7,48.7,46.1,48.7,67.656,66.445,67.169,62.391,72,72,72,67,0,0,0,0,106.48,108.06,109.89,110.46,434.89,10.178,10.155,10.122,10.056,normal,none
2024-01-01T00:25:00,261.469,261.83,0,0.31,0.0885,0,4,200.0,200.0,200.0,200.0,200.0,2162.0,2252.0,38.9,38.6,38.7,39.0,46.3,45.7,45.6,46.1,46.3,65.131,63.723,65.307,60.553,72,72,72,67,0,0,0,0,105.96,106.24,105.77,104.98,422.94,10.11,10.112,10.148,10.032,normal,none
2024-01-01T00:25:30,264.143,265.28,0,1.45,0.0416,1,4,200.0,200.0,200.0,200.0,200.0,2215.0,2253.0,39.1,38.4,39.3,39.4,46.1,46.2,45.9,47.3,47.3,67.271,65.145,66.054,61.964,72,72,72,67,0,1,0,0,106.49,105.93,106.96,106.75,426.13,10.11,10.145,10.05,10.058,normal,none
2024-01-01T00:26:00,257.246,259.06,0,2.82,0.0108,0,4,200.0,200.0,200.0,200.0,200.0,2149.0,2243.0,39.6,39.0,39.3,39.7,45.8,45.8,45.3,45.4,45.8,65.102,64.342,64.626,59.66,72,72,72,67,0,0,0,0,102.81,104.12,102.29,104.48,413.71,10.182,10.167,10.045,10.139,normal,none
2024-01-01T00:26:30,259.219,257.21,0,1.96,0.0,1,4,200.0,200.0,200.0,200.0,200.0,2218.0,2218.0,39.7,39.5,39.0,39.5,45.2,46.2,46.2,45.8,46.2,65.157,64.261,64.16,59.867,72,72,72,67,0,0,0,0,102.71,104.91,101.85,105.02,414.49,10.13,10.132,9.993,10.158,normal,none
2024-01-01T00:27:00,254.757,254.24,0,1.78,0.0382,0,4,200.0,200.0,200.0,200.0,200.0,2200.0,2195.0,39.2,38.5,38.8,38.7,45.2,46.3,45.3,44.5,46.3,63.029,64.484,62.845,60.371,72,72,72,67,1,0,1,1,101.89,101.58,102.35,101.52,407.33,10.08,10.074,10.075,10.19,normal,none
2024-01-01T00:27:30,261.152,260.59,0,1.93,0.0235,1,4,200.0,200.0,200.0,200.0,200.0,2229.0,2274.0,40.1,38.3,39.6,38.0,46.3,47.4,46.6,46.3,47.4,65.912,64.908,65.243,60.794,72,72,72,67,0,0,0,1,106.49,105.57,105.89,105.8,423.75,10.1,10.079,10.098,10.118,normal,none
2024-01-01T00:28:00,262.488,260.64,0,2.09,0.0868,0,4,200.0,200.0,200.0,200.0,200.0,2227.0,2288.0,39.5,38.4,40.2,39.5,46.2,47.5,46.3,46.2,47.5,66.506,65.351,64.941,61.899,72,72,72,67,0,1,0,1,107.04,105.14,106.36,105.24,423.78,10.129,10.111,10.078,10.115,normal,none
2024-01-01T00:28:30,262.656,263.87,0,1.84,0.0329,0,4,200.0,200.0,200.0,200.0,200.0,2298.0,2266.0,38.4,39.4,39.3,39.0,45.1,46.6,45.0,46.9,46.9,66.184,66.972,65.258,60.057,72,72,72,67,0,1,0,0,105.63,106.83,105.78,106.37,424.61,10.133,10.09,10.038,10.086,normal,none
2024-01-01T00:29:00,261.722,260.04,0,1.16,0.0101,0,4,200.0,200.0,200.0,200.0,200.0,2210.0,2268.0,39.3,39.3,38.3,39.1,46.9,46.7,46.0,45.7,46.9,65.403,65.276,63.929,60.182,72,72,72,67,1,0,1,2,106.04,104.94,104.69,106.71,422.38,10.118,10.135,10.115,10.143,normal,none
2024-01-01T00:29:30,265.074,265.34,0,2.32,0.014,0,4,200.0,200.0,200.0,200.0,200.0,2264.0,2226.0,39.2,39.6,39.4,39.1,45.5,46.2,46.1,46.3,46.3,66.658,65.864,66.517,61.709,72,72,72,67,2,0,0,0,108.45,107.0,106.75,110.0,432.19,10.127,10.153,10.114,10.204,normal,none
2024-01-01T00:30:00,260.071,260.24,0,2.48,0.0313,0,4,200.0,200.0,200.0,200.0,200.0,2254.0,2268.0,39.3,39.5,39.3,38.6,46.7,45.6,45.8,45.4,46.7,64.968,65.392,64.55,59.686,72,72,72,67,1,0,0,0,104.66,104.37,104.82,104.84,418.7,10.134,10.16,10.223,10.042,normal,none
2024-01-01T00:30:30,257.568,255.33,0,1.31,0.0507,0,4,200.0,200.0,200.0,200.0,200.0,2198.0,2222.0,39.2,39.3,38.3,38.2,45.8,45.9,44.3,45.6,45.9,64.405,64.105,64.222,61.33,72,72,72,67,0,1,1,0,104.52,104.71,105.04,105.54,419.81,10.077,10.088,10.103,10.114,normal,none
2024-01-01T00:31:00,255.673,255.79,0,2.93,0.0,0,4,200.0,200.0,200.0,200.0,200.0,2249.0,2216.0,39.1,39.0,39.3,40.3,46.1,46.3,45.1,44.9,46.3,63.329,63.792,63.499,58.66,72,72,72,67,0,1,0,0,102.75,101.76,102.63,103.34,410.48,10.068,10.108,10.106,10.074,normal,none
2024-01-01T00:31:30,265.555,263.98,0,2.37,0.0682,1,4,200.0,200.0,200.0,200.0,200.0,2163.0,2227.0,37.3,38.3,38.8,38.6,46.0,46.3,46.2,45.5,46.3,66.653,66.386,67.455,62.15,72,72,72,67,0,1,0,0,107.46,106.16,107.32,106.44,427.37,10.127,10.066,10.135,10.146,normal,none
2024-01-01T00:32:00,263.252,264.75,0,3.01,0.107,0,4,200.0,200.0,200.0,200.0,200.0,2192.0,2200.0,40.4,38.4,38.5,38.6,45.4,45.0,43.5,45.4,45.4,66.763,65.28,66.933,61.887,72,72,72,67,1,0,1,0,106.49,108.43,105.78,106.51,427.21,10.187,10.111,10.162,10.12,normal,none
2024-01-01T00:32:30,252.794,254.65,0,0.25,0.0575,0,4,200.0,200.0,200.0,200.0,200.0,2304.0,2293.0,39.2,39.0,38.7,39.1,48.2,46.7,46.9,46.7,48.2,63.327,63.765,62.702,57.68,72,72,72,67,0,0,0,0,102.95,102.28,102.52,101.1,408.84,10.028,10.102,10.142,10.071,normal,none
2024-01-01T00:33:00,267.658,266.32,0,0.43,0.0853,0,4,200.0,200.0,200.0,200.0,200.0,2234.0,2212.0,39.8,38.9,38.6,39.6,45.3,46.0,46.1,47.4,47.4,66.632,67.098,69.154,63.336,72,72,72,67,1,0,0,0,105.95,108.4,108.89,107.63,430.86,10.13,10.082,10.112,10.107,normal,none
2024-01-01T00:33:30,256.951,256.38,1,2.08,0.1067,0,4,200.0,200.0,200.0,200.0,200.0,2188.0,2209.0,39.4,39.0,38.4,38.3,44.5,46.0,45.5,43.9,46.0,64.096,63.55,64.886,59.421,72,72,72,67,0,0,0,0,100.59,102.21,104.09,102.05,408.95,10.173,10.042,10.052,10.154,normal,none
2024-01-01T00:34:00,255.529,256.84,0,0.95,0.0423,0,4,200.0,200.0,200.0,200.0,200.0,2243.0,2318.0,38.5,39.3,39.7,39.0,46.2,46.6,45.4,46.8,46.8,63.102,63.769,63.887,58.728,72,72,72,67,0,0,2,0,102.96,101.68,101.6,102.28,408.53,10.095,10.092,10.141,10.143,normal,none
2024-01-01T00:34:30,259.772,261.49,0,1.39,0.1045,0,4,200.0,200.0,200.0,200.0,200.0,2257.0,2220.0,39.0,39.2,38.3,38.9,44.2,46.0,46.4,45.6,46.4,65.459,64.761,64.777,60.083,72,72,72,67,0,0,0,0,104.92,105.77,104.18,105.72,420.59,10.119,10.109,10.106,10.105,normal,none
2024-01-01T00:35:00,259.35,260.95,0,1.94,0.0314,0,4,200.0,200.0,200.0,200.0,200.0,2233.0,2278.0,39.4,39.2,39.6,38.9,46.3,45.3,45.1,46.9,46.9,65.268,64.836,65.819,60.649,72,72,72,67,0,0,0,1,104.68,103.02,106.89,105.62,420.21,10.115,10.087,10.11,10.167,normal,none
2024-01-01T00:35:30,263.627,263.95,0,3.06,0.1341,1,4,200.0,200.0,200.0,200.0,200.0,2207.0,2242.0,38.0,39.4,39.4,39.3,46.3,45.8,46.7,46.0,46.7,66.022,65.571,66.934,60.657,72,72,72,67,1,0,1,0,108.31,108.37,107.16,106.83,430.67,10.191,10.041,10.13,10.043,normal,none
2024-01-01T00:36:00,254.402,255.0,0,3.13,0.0456,0,4,200.0,200.0,200.0,200.0,200.0,2228.0,2269.0,38.9,39.2,38.4,38.4,46.9,47.0,45.1,46.7,47.0,65.335,63.897,64.919,59.278,72,72,72,67,1,2,1,0,103.55,101.28,104.33,102.69,411.85,10.128,10.15,10.113,10.166,normal,none
2024-01-01T00:36:30,257.606,257.35,1,2.97,0.0335,0,4,200.0,200.0,200.0,200.0,200.0,2214.0,2244.0,38.4,38.6,37.7,38.4,45.7,46.4,45.1,47.0,47.0,65.041,63.183,63.302,60.485,72,72,72,67,0,0,0,0,102.95,103.92,103.98,105.16,416.0,10.171,10.118,10.088,10.104,normal,none
2024-01-01T00:37:00,261.155,259.89,0,3.15,0.0268,0,4,200.0,200.0,200.0,200.0,200.0,2213.0,2264.0,38.6,39.1,40.4,38.3,44.4,46.9,45.2,45.9,46.9,64.539,66.223,65.362,61.914,72,72,72,67,0,0,0,1,104.88,105.14,104.47,105.89,420.38,10.072,10.103,10.128,10.07,normal,none
2024-01-01T00:37:30,267.642,268.32,2,2.32,0.0,0,4,200.0,200.0,200.0,200.0,200.0,2194.0,2231.0,39.5,38.5,38.0,39.0,44.4,45.7,46.9,44.3,46.9,65.487,67.073,68.104,62.061,72,72,72,67,0,0,0,1,108.32,108.7,107.65,107.23,431.9,10.107,10.095,10.166,10.148,normal,none
